DATE,TIME,FRAC_DAYS_SINCE_JAN1,FRAC_HRS_SINCE_JAN1,JULIAN_DAYS,EPOCH_TIME,ALARM_STATUS,INST_STATUS,CavityPressure,CavityTemp,DasTemp,EtalonTemp,WarmBoxTemp,species,MPVPosition,InletValve,OutletValve,solenoid_valves,12CO2,12CO2_dry,13CO2,13CO2_dry,H2O,CH4,Delta_Raw,Delta_30s,Delta_2min,Delta_5min,Ratio_Raw,Ratio_30s,Ratio_2min,Ratio_5min,CH4_High_Precision,peak_75,ch4_splinemax_for_correct,peak87_baseave_spec,peak88_baseave
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+11
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+12
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+13
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+14
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+15
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+16
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+17
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+18
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+19
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+20
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+21
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+22
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+23
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+24
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+25
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+26
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+27
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+28
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+29
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+30
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+31
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+32
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+33
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+34
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+35
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+36
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+37
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+38
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+39
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+40
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+41
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+42
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+43
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+44
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+45
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+46
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+47
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+48
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+49
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+50
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+51
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+52
5/11/2026,47:33.5,130.6163605,3134.792651,131.6163605,1778539654,0,963,1.40E+02,4.50E+01,3.88E+01,4.50E+01,4.50E+01,1.05E+02,0.00E+00,5.00E+04,3.90E+04,0.00E+00,5.40E+02,5.51E+02,6.00E+00,6.12E+00,1.05E+00,1.92E+00,-1.12E+01,-1.13E+01,-1.17E+01,-1.14E+01,1.11E-02,1.11E-02,1.11E-02,1.11E-02,0.00E+00,1.31E+02,4.16E+02,3.23E+02,9.49E+53
